MW,FaultType,Rrup,VS30,PGA
7.62,Ters,50.69,453.71,0.032627634089650144
7.62,Ters,54.29,527.54,0.0546156670647892
7.13,Yanal,61.2,370.08,0.06718020099241145
3.5,Yanal,46.79,519.0,0.00012561157620641497
3.5,Yanal,18.61,285.93,0.0033174524500954976
3.5,Yanal,23.44,489.62,0.004822616685368085
3.5,Yanal,13.26,274.33,0.0023519272612357997
3.5,Yanal,29.39,522.09,0.0009596318924540181
7.13,Yanal,195.87,460.09,0.014333934769734373
7.13,Yanal,120.69,257.03,0.042806601651485955
7.13,Yanal,187.73,422.33,0.032210625649968364
7.13,Yanal,77.01,376.91,0.037992704276987185
3.57,Yanal,30.54,584.0,0.0006660503097299482
5.03,Yanal,306.4,611.0,4.890339034770493e-05
5.03,Yanal,229.36,1329.0,0.0001953965652869057
5.03,Yanal,381.31,625.0,1.9834871878840057e-05
7.62,Ters,5.16,472.81,0.2046461056265181
7.62,Ters,80.32,354.63,0.10329334453038105
7.62,Ters,11.48,665.2,0.6595132514351778
7.62,Ters,6.98,538.69,0.1176723447428919
7.62,Ters,18.16,665.2,0.5226557930397404
7.62,Ters,60.01,671.52,0.027899275742069005
7.62,Ters,65.79,704.96,0.041313625039126015
4.2,Yanal,60.57,760.0,0.002449884368702907
5.39,Ters,16.94,440.67,0.07778634690366171
4.2,Yanal,79.95,560.63,0.0034041600643422735
4.2,Yanal,86.32,506.29,0.004705155678754281
3.5,Yanal,58.02,385.47,0.0004312784490987348
3.5,Yanal,67.58,504.27,0.000247425809677002
3.5,Yanal,36.41,602.34,0.0003158779166280226
3.5,Yanal,165.01,396.89,2.0782380237114322e-05
7.62,Ters,9.0,671.52,0.2846722029256106
7.62,Ters,88.07,422.28,0.07497564764767757
7.62,Ters,45.18,446.63,0.5112458188602427
7.62,Ters,70.33,573.04,0.032305813710538235
7.62,Ters,78.48,616.17,0.01760018803252397
7.62,Ters,56.3,510.62,0.08074093384820366
7.62,Ters,57.65,734.26,0.06604373268641014
7.62,Ters,59.43,670.8,0.03500057743784522
7.62,Ters,48.33,728.01,0.03151873029692662
7.62,Ters,45.35,418.24,0.07280334495666733
7.62,Ters,65.25,845.34,0.057994675424632734
7.62,Ters,65.9,528.12,0.08690123533998237
7.62,Ters,74.0,573.04,0.025738188305490736
7.62,Ters,79.69,373.54,0.024365824776428152
3.9,Normal,45.59,335.43,0.0010338973665306533
3.9,Normal,25.62,360.0,0.014682802733731015
7.13,Yanal,186.0,202.85,0.015349932273778929
7.13,Yanal,149.43,367.54,0.04047026293228152
7.13,Yanal,74.92,436.14,0.05641830442900602
7.13,Yanal,65.89,367.43,0.11563097827001205
3.96,Yanal,150.27,796.0,5.1692668728940664e-05
3.69,Yanal,208.8,402.0,7.858058124142376e-05
3.69,Yanal,297.59,924.0,7.276277825921712e-06
3.69,Yanal,74.18,586.0,0.00039605147486583103
5.39,Ters,43.15,630.66,0.024530118253400655
3.79,Normal,55.9,481.14,0.0005659896687608442
3.79,Normal,114.41,668.72,8.012147338479243e-05
7.62,Ters,54.45,454.58,0.07695988318900308
7.62,Ters,47.67,346.56,0.10257986873529328
7.62,Ters,12.87,410.45,0.09580983589972378
7.62,Ters,15.99,409.0,0.1380878411652525
7.13,Yanal,118.5,384.66,0.07125974267172876
7.13,Yanal,54.68,388.63,0.08203067714016507
7.13,Yanal,11.66,726.0,0.29516517818262367
7.13,Yanal,104.55,328.09,0.061406159643983604
7.13,Yanal,89.87,358.36,0.053784237873116696
7.13,Yanal,184.03,315.52,0.027358264311633514
7.13,Yanal,74.0,282.14,0.10150496382995268
7.13,Yanal,196.78,525.79,0.037866311893522187
7.13,Yanal,50.42,686.12,0.08229367732269473
7.13,Yanal,31.06,379.32,0.16721797503378635
7.13,Yanal,179.29,349.43,0.03210591347633018
7.13,Yanal,186.79,304.68,0.015313715727869574
7.13,Yanal,183.96,452.15,0.024182638443891933
7.13,Yanal,172.58,399.8,0.02022780275425633
7.13,Yanal,184.96,425.34,0.049102744566820296
7.13,Yanal,172.05,427.41,0.0503693765985147
7.13,Yanal,146.51,442.02,0.05131586414894521
7.62,Ters,13.06,535.13,0.15671107630745187
5.2,Yanal,295.4,360.05,0.0003141883518271325
7.62,Ters,11.58,212.72,0.18596424022311386
7.62,Ters,22.12,237.53,0.11047257712272761
7.62,Ters,31.05,230.3,0.07220137935351789
7.62,Ters,21.76,215.34,0.10638569662649204
7.62,Ters,12.38,493.09,0.16006997191153624
7.62,Ters,25.42,198.58,0.11967564970068054
7.62,Ters,37.93,221.7,0.05854181227806755
7.62,Ters,7.4,459.34,0.2118446780963827
7.62,Ters,9.34,475.46,0.23494056000292926
7.62,Ters,14.91,270.22,0.14287946673668683
7.62,Ters,1.83,511.18,0.7918713477734878
7.62,Ters,8.27,462.1,0.17223692398089324
7.62,Ters,9.78,652.85,0.2089505796111846
7.62,Ters,32.95,223.6,0.06263497748253447
7.62,Ters,35.32,240.43,0.0660261471645923
7.62,Ters,71.27,537.92,0.12361184281710227
7.62,Ters,56.56,484.6,0.07730574080219269
7.62,Ters,83.88,311.34,0.024173373975438346
3.78,Yanal,128.29,416.52,9.576493282439036e-05
3.78,Yanal,40.58,699.0,0.0007322951407611006
3.78,Yanal,21.32,360.0,0.007187237423385026
3.78,Yanal,46.4,440.67,0.0023072819805738417
5.2,Yanal,39.75,338.28,0.07691288310363655
5.2,Yanal,101.42,335.43,0.009649600008411457
5.2,Yanal,229.56,355.87,0.0020230787107046134
7.62,Ters,81.66,288.3,0.02362237687883038
7.62,Ters,81.35,297.76,0.016397504596968406
7.62,Ters,83.31,487.91,0.028341439649982498
7.62,Ters,123.09,826.15,0.00857378276613217
7.62,Ters,74.45,573.04,0.02818033131878332
5.93,Ters,44.88,326.19,0.018983719360702214
5.03,Yanal,142.71,489.0,0.000399480532281612
5.93,Ters,53.85,365.22,0.0318919740606081
5.93,Ters,47.93,452.15,0.011680026381913698
5.93,Ters,15.43,341.58,0.16033227186178084
5.13,Ters,51.0,349.6,0.012629161666499482
5.13,Ters,23.52,450.28,0.0795766544469482
5.0,Yanal,62.93,584.17,0.009111648102564101
5.03,Yanal,79.38,1242.0,0.0011304437648149508
5.03,Yanal,321.29,805.0,2.9889723310863886e-05
7.62,Ters,89.28,573.04,0.024655515725492336
7.13,Yanal,203.21,424.54,0.01318662166824771
7.13,Yanal,112.26,414.03,0.04658010349564823
7.13,Yanal,91.96,318.0,0.09184608046403504
7.13,Yanal,91.15,351.31,0.047685309364440535
7.13,Yanal,84.87,387.12,0.05374053267099239
7.13,Yanal,198.13,269.14,0.018466746255201536
7.13,Yanal,61.86,367.84,0.061511739925040325
7.13,Yanal,110.72,382.07,0.06396738078972596
6.2,Yanal,64.18,395.57,0.021665127177831197
6.2,Yanal,51.81,379.18,0.030618269144966372
5.9,Ters,116.25,308.88,0.027902193309774052
5.9,Ters,113.76,538.69,0.011946923326647743
5.9,Ters,133.64,363.56,0.010465229434441463
5.9,Ters,128.59,375.85,0.012810602761556539
5.9,Ters,113.07,388.16,0.013176276706110872
5.9,Ters,139.62,816.9,0.008266832106625729
5.9,Ters,113.5,538.69,0.019975594446626613
5.13,Ters,43.45,326.19,0.01709286750075598
5.03,Yanal,198.3,433.0,0.0005655263472991245
5.13,Ters,20.73,525.79,0.06445288505721836
5.13,Ters,20.07,341.58,0.020088880261395853
5.13,Ters,31.25,508.08,0.03468535030585535
5.28,Ters,47.2,349.6,0.014935373373973614
5.28,Ters,12.06,297.71,0.12240948720585346
5.13,Ters,59.39,365.22,0.009754040943723785
5.28,Ters,82.63,501.75,0.009268430191665145
5.28,Ters,15.25,545.66,0.15904401550916653
5.9,Ters,137.19,662.78,0.005656912113046392
5.9,Ters,130.4,856.38,0.011351094629319236
5.9,Ters,140.05,1022.77,0.008347620209916116
5.9,Ters,140.94,671.52,0.010966850529317887
5.9,Ters,140.12,631.27,0.006420517911173522
5.9,Ters,124.9,573.04,0.007988089999118937
5.9,Ters,15.36,443.04,0.04858101367732872
5.9,Ters,47.27,555.23,0.020823567840387008
5.9,Ters,50.01,379.64,0.03220278384353129
5.9,Ters,33.48,305.85,0.1555748767599062
5.9,Ters,21.11,624.85,0.07646844270383045
5.9,Ters,7.68,549.43,0.14015516214306914
5.9,Ters,30.75,573.02,0.04310761145578586
5.9,Ters,10.41,363.99,0.3189944873255806
5.9,Ters,126.8,324.38,0.022693016987826893
5.9,Ters,129.22,538.69,0.011630955768753486
5.9,Ters,113.89,517.33,0.010908814081374748
5.9,Ters,98.92,607.4,0.025635445404626773
5.9,Ters,83.5,569.98,0.018292736374069352
5.28,Ters,17.62,320.57,0.1748299391894592
5.2,Yanal,292.98,644.0,0.0002221665786709603
3.9,Normal,81.87,375.0,0.0005024586973282979
3.9,Normal,66.06,500.0,0.0006902686078898562
5.28,Ters,22.02,403.72,0.13106353916333863
5.28,Ters,40.22,450.28,0.036015138178839466
5.28,Ters,48.68,326.19,0.021489974544968635
5.0,Yanal,57.11,382.77,0.01732668371593364
5.28,Ters,19.31,581.93,0.05973563134534195
5.28,Ters,39.27,316.02,0.018816975802769156
5.28,Ters,37.93,301.0,0.026490228910856926
5.9,Ters,46.81,451.37,0.042153923865265494
5.9,Ters,47.32,409.0,0.03377072826542981
5.9,Ters,40.55,212.72,0.05683055334151516
5.9,Ters,54.13,237.53,0.028710596142152812
5.9,Ters,63.99,240.43,0.025205917490642948
5.9,Ters,74.49,484.6,0.009290328696239978
5.9,Ters,105.85,463.59,0.00815284848090905
5.9,Ters,78.38,999.66,0.009785379226110759
5.9,Ters,46.59,538.69,0.020068859128784575
5.9,Ters,28.4,665.2,0.058038963880865414
5.9,Ters,82.81,589.85,0.016305219144111496
5.9,Ters,81.58,346.56,0.028834950655785768
5.9,Ters,47.69,535.13,0.021356454170830888
5.9,Ters,55.69,575.54,0.042402465191141894
5.9,Ters,94.65,537.92,0.019345013106276253
6.2,Ters,36.4,233.14,0.09337050324661424
6.2,Ters,52.92,201.21,0.041264240846580466
5.28,Ters,32.38,241.41,0.04482269853212767
3.9,Normal,27.97,576.04,0.0028883700103901925
5.28,Ters,22.9,411.55,0.07234767483323634
5.28,Ters,38.88,602.1,0.017920186462673876
5.28,Ters,53.71,485.67,0.0143596904031041
5.28,Ters,31.85,332.28,0.038169901421871655
5.28,Ters,21.02,269.14,0.057581585765312165
5.28,Ters,11.14,280.86,0.1897579601108212
5.28,Ters,17.33,508.08,0.18610003178425308
5.28,Ters,37.33,349.54,0.03477642315030975
3.9,Normal,161.67,679.0,7.333757016604791e-05
6.2,Ters,49.82,665.2,0.03967984314033386
6.2,Ters,76.54,194.47,0.022814257388505985
6.2,Ters,46.23,442.15,0.04227239503228437
6.2,Ters,46.17,169.52,0.054143492557725714
6.2,Ters,60.55,573.04,0.0410765650091509
6.2,Ters,70.43,172.1,0.05435396879921465
6.2,Ters,76.22,225.77,0.05504282637501457
6.2,Ters,87.14,193.0,0.029266179708967825
6.2,Ters,81.31,269.28,0.02448184321928192
6.2,Ters,90.5,228.92,0.018148765573382672
6.2,Ters,81.44,538.69,0.011550975033913804
5.9,Ters,101.47,528.12,0.0067370938866858614
5.9,Ters,74.83,665.2,0.008820286219745706
5.2,Yanal,173.6,396.33,0.003356393619123958
5.2,Yanal,68.77,417.99,0.028648081839404642
5.2,Yanal,142.17,261.91,0.0113552154971973
5.2,Yanal,92.41,1188.0,0.005196100654605013
5.65,Normal,45.59,404.23,0.047579003466988457
3.9,Normal,60.8,365.0,0.00041836163842950513
3.9,Normal,106.13,1188.0,0.0004964757121097164
3.9,Normal,76.17,414.77,0.0005120670376637809
3.9,Normal,72.24,786.0,0.0006552860427832719
5.65,Normal,62.21,352.05,0.020169639842981826
5.28,Ters,50.71,551.56,0.013582521399957373
5.28,Ters,34.26,340.0,0.04188300238854182
5.28,Ters,12.96,282.25,0.5016960337355578
5.28,Ters,34.9,379.43,0.03221377487507479
5.28,Ters,81.67,509.1,0.012575258012716877
5.2,Yanal,332.92,522.0,0.0003171324231185452
5.2,Yanal,104.75,335.43,0.03790686114871453
5.2,Yanal,156.26,760.0,0.0061039390156348025
5.2,Yanal,48.2,244.0,0.07025120946836551
5.2,Yanal,349.16,297.0,0.0003657978217698952
5.2,Yanal,58.45,352.0,0.027878380679456617
5.2,Yanal,197.83,292.23,0.0039865029854974894
5.2,Yanal,132.06,414.77,0.011024046493201881
5.2,Yanal,171.89,1131.0,0.0009803508974191742
7.0,Yanal,489.5,544.31,0.0013004521130376158
5.2,Yanal,270.53,660.0,0.0002698833737752661
4.88,Ters,65.57,361.0,0.01700194054159742
4.88,Ters,34.25,499.0,0.052465573147606276
4.88,Ters,94.84,265.59,0.013266392381900137
4.88,Ters,21.63,341.0,0.10603061110205463
4.88,Ters,63.61,292.0,0.029362876858939724
4.88,Ters,91.15,372.0,0.005124996528492853
7.13,Yanal,56.4,359.0,0.07393086043168307
5.65,Normal,64.94,352.05,0.015592919549013264
5.65,Normal,99.58,352.05,0.006254863763789904
5.65,Normal,98.3,579.23,0.012608807900273522
5.9,Yanal,24.06,240.09,0.25290861341267123
4.88,Ters,51.57,388.0,0.023464220789668977
4.88,Ters,110.03,344.72,0.0717926982310683
4.88,Ters,106.12,273.32,0.011627985820751332
4.88,Ters,31.63,244.0,0.042078385182454624
4.88,Ters,83.92,420.96,0.006805931887287866
4.88,Ters,116.09,268.81,0.03248929621961731
3.34,Yanal,16.29,361.0,0.0076771306763135875
3.34,Yanal,45.94,499.0,0.0015500186628278254
3.34,Yanal,92.93,511.0,0.0003510570832579084
3.34,Yanal,75.02,805.0,0.0007679354166585626
3.34,Yanal,47.8,655.67,0.0006676202842894755
3.34,Yanal,37.27,465.0,0.0014137206054119532
3.34,Yanal,34.93,704.1,0.001331647411134584
4.27,Yanal,314.56,361.0,6.387427515627868e-05
4.27,Yanal,100.15,895.0,0.001824570423882701
4.27,Yanal,242.61,698.72,0.00014786284871109445
3.81,Yanal,29.08,511.0,0.0029546685392646465
3.81,Yanal,185.5,796.0,3.628431308416904e-05
4.69,Ters,779.61,760.0,1.1926387885692802e-06
6.8,Ters,203.08,261.65,0.0060655369127421855
6.8,Ters,214.78,261.0,0.008143740350819027
6.8,Ters,214.76,263.0,0.008635964471869486
6.8,Ters,179.15,215.02,0.0076191887318690305
6.8,Ters,205.8,242.27,0.006115032416647765
6.8,Ters,206.98,216.59,0.010322385657791032
6.8,Ters,214.17,232.0,0.00734598430944785
6.8,Ters,214.13,200.0,0.009379463470948006
6.8,Ters,211.43,221.35,0.009983582460212366
4.59,Normal,103.42,259.0,0.001628516529612868
7.13,Yanal,106.17,526.24,0.0439187498911342
3.9,Normal,30.71,499.0,0.004960809779089944
3.9,Normal,198.74,895.0,3.741023931599476e-05
3.9,Normal,33.15,267.92,0.002978703024395673
3.9,Normal,230.19,743.0,3.198115847338867e-05
7.13,Yanal,171.89,430.69,0.035446481182522194
7.13,Yanal,143.36,384.44,0.031803456624854474
7.13,Yanal,123.79,389.95,0.02453442028564767
7.13,Yanal,123.25,324.5,0.047683481463567656
7.13,Yanal,105.2,296.97,0.0650222055103147
7.13,Yanal,103.62,279.46,0.04379621119682729
7.13,Yanal,101.71,322.53,0.04873310707915103
7.13,Yanal,108.02,325.97,0.04363102171992194
7.13,Yanal,104.67,495.59,0.04286929362807136
7.13,Yanal,92.71,447.22,0.05819699460600092
7.13,Yanal,87.2,564.93,0.05756540322633726
7.13,Yanal,72.88,523.59,0.02454573362262982
7.13,Yanal,134.11,416.15,0.051902334440247486
7.13,Yanal,42.06,635.01,0.0664041388833776
7.13,Yanal,135.77,386.88,0.052597234895701506
7.13,Yanal,62.91,425.02,0.05406017503828766
7.13,Yanal,113.45,506.0,0.05038348067568576
7.13,Yanal,118.71,399.84,0.04867283823242692
5.0,Yanal,94.5,133.11,0.008558243156634077
4.59,Normal,146.99,273.32,0.0013536646166338877
4.59,Normal,82.94,355.87,0.0036347643244157
5.0,Yanal,71.57,220.2,0.010579236762404933
3.9,Normal,134.56,282.25,0.0004255722346617552
3.79,Normal,85.42,371.33,0.001296294103588063
3.79,Normal,89.12,639.74,0.0001234007016125111
3.79,Normal,21.43,355.87,0.019818671971922715
4.53,Yanal,44.19,328.92,0.0019901643682977543
5.0,Yanal,41.62,246.61,0.010718432544836022
5.0,Yanal,72.05,365.26,0.013797603414723877
5.0,Yanal,84.37,318.31,0.009227200994147684
5.0,Yanal,32.73,352.79,0.0216251796152032
3.79,Normal,19.99,698.72,0.010285541134633045
4.59,Normal,103.46,297.0,0.0008315409735515984
4.59,Normal,282.42,361.0,0.0005830039657560658
4.59,Normal,97.97,373.07,0.003646038520128667
4.59,Normal,244.56,388.0,0.0005160302365497975
4.45,Yanal,124.61,654.8,1.7231905958134753e-05
4.45,Yanal,16.36,335.43,0.035838664944734394
4.45,Yanal,199.35,981.0,0.0003371330509888344
4.45,Yanal,202.69,644.0,0.0001322264904448046
4.45,Yanal,213.13,623.0,0.0002992249124626825
4.45,Yanal,131.83,501.0,0.002606688654021577
4.45,Yanal,84.62,344.72,0.006987025399237428
4.45,Yanal,98.65,257.0,0.003205219980742172
4.45,Yanal,79.79,273.32,0.002548851575965823
4.45,Yanal,162.04,419.23,0.0006902456323033997
4.45,Yanal,156.17,511.0,0.0008638895167535951
4.45,Yanal,106.52,505.0,0.001758095142954681
4.45,Yanal,98.7,680.05,0.001266123291208609
5.0,Yanal,49.56,533.89,0.005411284840294678
5.0,Yanal,48.28,169.72,0.007849118722274687
5.0,Yanal,11.5,328.57,0.45586512741831875
5.0,Yanal,34.02,285.33,0.01491216480186227
4.45,Yanal,162.7,303.0,0.0018314841928479863
4.45,Yanal,80.5,261.91,0.006853734938839089
4.45,Yanal,281.31,259.0,0.000206129142574455
4.45,Yanal,117.92,1188.0,0.0005789558909711257
4.45,Yanal,92.94,338.28,0.0028044473548154048
3.67,Yanal,80.22,386.0,0.0003303993518043732
4.69,Ters,111.32,750.25,0.0011541254167283597
4.69,Ters,204.65,420.96,0.00037241825133897503
4.69,Ters,169.87,854.0,0.0003982150054000979
4.69,Ters,80.73,249.0,0.0015060894371731713
4.69,Ters,37.87,332.0,0.004559426901729164
4.69,Ters,101.09,405.0,0.002405831359357592
4.69,Ters,378.09,360.27,3.3820467457295736e-05
4.17,Yanal,54.72,499.0,0.002191619019986298
4.17,Yanal,47.25,341.0,0.0023452760957381287
4.9,Yanal,120.36,584.17,0.008038562539031093
4.17,Yanal,169.6,750.25,5.332116844181117e-05
4.17,Yanal,115.46,420.96,0.00030730083168325464
4.17,Yanal,139.73,253.0,0.001091064884533074
4.45,Yanal,73.99,383.09,0.002952909936391835
4.45,Yanal,78.02,389.87,0.0012682067824650403
4.45,Yanal,99.9,396.33,0.002107457459147093
4.45,Yanal,136.26,378.0,0.0010504966472800186
4.45,Yanal,111.0,370.36,0.004448105382464761
4.45,Yanal,31.55,365.0,0.019405563061716712
4.45,Yanal,58.32,622.32,0.016203901436276386
4.45,Yanal,414.82,308.0,7.744190607804021e-05
4.45,Yanal,29.03,335.43,0.013030814549878608
4.45,Yanal,158.12,760.0,0.00033139973512798704
4.45,Yanal,70.99,760.0,0.004231732528598246
4.45,Yanal,221.46,956.0,0.00013407985404769056
5.0,Yanal,25.95,371.02,0.01292371844846521
5.0,Yanal,91.65,396.43,0.006546220718685706
5.0,Yanal,44.02,204.69,0.005156421410645177
4.45,Yanal,47.39,244.0,0.02607771181873939
4.45,Yanal,101.96,419.0,0.0010840630010993597
3.53,Yanal,62.73,375.0,0.0005080052611551971
3.53,Yanal,82.3,361.0,0.0003291292640941853
3.53,Yanal,50.79,499.0,0.0009498857531853502
3.53,Yanal,43.51,341.0,0.001269492826288798
3.53,Yanal,10.62,356.0,0.007757073674777859
3.53,Yanal,122.99,244.74,0.000250163725050016
3.53,Yanal,59.04,417.99,0.0008633910987662254
3.53,Yanal,50.3,365.0,0.0002292444411294634
3.53,Yanal,177.49,416.52,1.6153107681186304e-05
3.53,Yanal,55.07,374.5,0.002687106554899128
4.11,Yanal,23.23,432.0,0.004449435729996551
3.9,Normal,142.62,347.0,0.00014728137503846166
3.9,Normal,56.22,361.0,0.0020715092232020545
3.9,Normal,211.06,348.0,3.3089243908557354e-05
3.9,Normal,208.09,402.0,8.393296607174084e-05
3.9,Normal,99.45,927.0,0.0002509590743135223
3.9,Normal,168.56,378.0,0.00015232601956724267
3.9,Normal,113.02,352.0,0.0004888384985987499
3.9,Normal,84.93,371.97,0.000251141435767577
3.69,Yanal,82.27,361.0,0.00060129724944864
3.69,Yanal,65.76,499.0,0.0005803215451247696
3.69,Yanal,46.16,265.59,0.0015549451957726677
3.69,Yanal,108.74,524.0,0.00013526016595465201
3.69,Yanal,144.76,461.0,0.0003720532666289197
3.69,Yanal,109.3,282.25,0.0012993686216627098
6.93,Ters,18.33,663.31,0.14645300587905324
4.01,Normal,8.71,253.0,0.022506356723843154
4.11,Normal,166.48,461.0,0.00017804576907146658
3.56,Normal,16.68,361.0,0.005592463699725478
3.56,Normal,46.35,338.28,0.003398975172238903
4.45,Yanal,77.45,408.2,0.004686586979566678
5.0,Yanal,65.82,303.06,0.009783863136256558
5.0,Yanal,68.27,344.76,0.010924791131875703
5.0,Yanal,63.15,240.92,0.00902404354357912
5.0,Yanal,12.42,299.37,0.15169998949611038
4.45,Yanal,93.79,465.0,0.0022485561738297046
4.45,Yanal,122.97,471.92,0.0015088410172011165
4.45,Yanal,292.19,1312.0,0.00010046308453954617
4.45,Yanal,96.23,763.0,0.0032247583602668076
4.45,Yanal,105.87,402.06,0.0017972919424714645
4.45,Yanal,45.85,699.0,0.0025346478781306725
4.45,Yanal,47.6,462.66,0.005586259154267382
4.06,Yanal,143.74,499.0,0.0001841111187860201
4.06,Yanal,137.27,576.04,0.0001851133325204319
4.06,Yanal,190.45,302.09,0.00026426630763281195
4.26,Yanal,135.35,375.0,0.00029564604178787855
6.9,Ters,37.58,314.6,0.09658101499261695
6.9,Ters,21.02,567.45,0.22073926747221484
6.9,Ters,73.7,405.16,0.0987623091236581
4.45,Yanal,140.08,352.0,0.0018882449579497172
4.45,Yanal,32.95,388.68,0.01617502780377097
4.45,Yanal,329.0,384.0,5.0095941499486765e-05
4.45,Yanal,114.2,394.66,0.0008876253431923178
6.9,Ters,80.98,211.2,0.13308440763643198
6.9,Ters,95.3,122.07,0.10285939960795999
6.9,Ters,119.77,431.65,0.055142367047697545
6.9,Ters,131.47,395.57,0.02299984844401154
6.9,Ters,139.4,304.52,0.06665097569879379
6.9,Ters,118.68,966.82,0.0226342376319725
6.9,Ters,104.27,496.2,0.021313507054654332
6.9,Ters,100.7,343.15,0.034681742463730104
6.9,Ters,114.55,367.94,0.07910338610606375
6.9,Ters,97.75,620.54,0.0299320840228675
6.9,Ters,99.05,816.31,0.1519513053449361
6.9,Ters,49.28,337.5,0.07487425843774481
6.9,Ters,49.97,534.71,0.047446928584450015
6.9,Ters,72.44,1269.78,0.06012348863070073
5.03,Yanal,527.4,760.0,2.6268741942468427e-05
5.03,Yanal,317.94,352.0,0.00016836684101211854
5.03,Yanal,171.79,414.77,0.00036685748376625763
5.03,Yanal,86.19,416.52,0.001000281634838024
5.2,Yanal,237.78,419.23,0.0009651851602912003
4.53,Yanal,23.16,436.14,0.025743995722230066
4.53,Yanal,61.92,336.33,0.01246284787601935
4.53,Yanal,62.09,328.09,0.014743291232319872
4.53,Yanal,62.12,381.71,0.007254959750405235
4.53,Yanal,90.54,292.12,0.009099806412854067
4.53,Yanal,45.79,338.19,0.017654995523193995
5.03,Yanal,143.06,639.74,0.00031445394091211517
6.9,Ters,64.27,891.55,0.13760355235894167
6.9,Ters,84.13,521.09,0.10184355903061322
6.9,Ters,29.83,532.13,0.1846903148868397
6.9,Ters,68.03,922.89,0.11300553225674397
6.9,Ters,5.18,486.41,0.47664968661939766
6.9,Ters,4.8,506.44,1.285417930804997
6.9,Ters,6.02,371.06,0.983623008788174
6.9,Ters,43.59,670.31,0.22878407793745176
6.9,Ters,52.06,559.76,0.11603190346198755
6.9,Ters,20.18,479.37,0.721774704263207
6.9,Ters,13.47,361.24,0.4884662286977473
6.9,Ters,43.17,540.42,0.09581939619836372
6.9,Ters,82.93,1423.8,0.06884510850070905
6.9,Ters,59.56,407.86,0.09254787450634401
6.9,Ters,59.67,362.37,0.15272204061333125
6.9,Ters,93.42,421.78,0.06852054117234846
4.53,Yanal,45.66,370.36,0.024867046641145387
4.53,Yanal,49.85,414.03,0.013099993919135994
4.53,Yanal,29.5,351.31,0.016365071646687036
6.9,Ters,11.12,398.59,0.2459662002371464
6.9,Ters,56.72,933.96,0.08730213260175836
6.9,Ters,40.43,849.83,0.18618740781046392
6.9,Ters,34.47,593.12,0.08608238399579789
6.9,Ters,93.95,358.25,0.04998044146922374
6.9,Ters,99.63,347.54,0.1794017400196832
6.9,Ters,57.15,859.19,0.1499043117697753
6.9,Ters,57.19,748.29,0.10939064952842177
6.9,Ters,242.18,318.62,0.005807784754120972
6.9,Ters,187.48,488.65,0.006115962892517988
6.9,Ters,87.85,327.45,0.1094933927775005
6.9,Ters,74.82,640.14,0.17506115824796775
6.9,Ters,62.39,349.12,0.0833618704257468
6.9,Ters,55.63,502.99,0.13949577839418653
6.9,Ters,33.94,531.68,0.07838558683939031
6.9,Ters,41.72,552.38,0.18261703049157274
6.9,Ters,127.63,533.12,0.006815876382129887
6.9,Ters,125.35,371.57,0.04178031183811102
6.9,Ters,66.95,366.93,0.023113915817714662
6.9,Ters,94.15,576.97,0.01775709689117565
6.9,Ters,41.13,531.25,0.19575073241548804
6.9,Ters,28.91,561.59,0.26458497484836513
6.9,Ters,25.16,477.55,0.14140385219887044
6.9,Ters,40.98,436.34,0.2554121990733802
6.9,Ters,36.34,539.87,0.10783459700736123
6.9,Ters,20.78,345.55,0.30846104538425917
6.9,Ters,28.9,362.57,0.15078562342730156
6.9,Ters,35.12,303.6,0.12060539185422017
4.45,Yanal,62.9,371.97,0.0036710576391578422
7.2,Yanal,19.47,242.05,0.22124592777904412
7.2,Yanal,17.32,242.05,0.14995886320511367
7.2,Yanal,115.0,388.01,0.020252746259092864
7.2,Yanal,29.0,264.57,0.3577222079743583
4.53,Yanal,25.47,387.12,0.0327772215289292
4.53,Yanal,43.69,396.41,0.03269060999019749
4.53,Yanal,54.92,367.84,0.0112222056252325
7.2,Yanal,29.0,186.21,0.20969484253858034
7.2,Yanal,139.41,477.44,0.048966468195276246
7.2,Yanal,140.73,395.25,0.030916395382385706
7.2,Yanal,124.41,351.77,0.03739739197160145
7.2,Yanal,82.26,535.24,0.06992497920078633
7.2,Yanal,45.47,523.99,0.05558582161092701
7.2,Yanal,13.71,242.05,0.38627120353641425
7.2,Yanal,125.58,374.5,0.03387427375467554
7.2,Yanal,130.97,403.47,0.03920757832386489
7.2,Yanal,133.67,375.61,0.029195521359379764
7.2,Yanal,127.38,371.81,0.045828173077952825
7.2,Yanal,132.11,427.13,0.033116195783173825
7.2,Yanal,139.07,413.64,0.02485992598462634
7.2,Yanal,131.83,516.97,0.03733586326294867
7.2,Yanal,115.4,382.21,0.03611113035802674
7.2,Yanal,116.84,441.78,0.04490694619683017
7.2,Yanal,96.55,521.76,0.045570881954368626
7.2,Yanal,89.93,505.23,0.028157688081730005
7.2,Yanal,73.31,229.92,0.06199218833301096
6.9,Ters,38.96,274.23,0.13785798505414912
6.9,Ters,12.85,512.26,0.5445414159144187
6.9,Ters,23.02,640.14,0.3643189084185036
6.9,Ters,53.88,640.14,0.22544200332143077
6.9,Ters,78.05,311.6,0.12074391695810602
3.5,Yanal,9.78,710.29,0.00396021559056141
6.9,Ters,34.52,300.21,0.17800630279110904
6.9,Ters,83.34,558.33,0.14121129476752203
4.34,Yanal,108.0,297.0,0.0016585765667751309
